key	result
刚	[ [ "刚察" , "中国" , 2] , [ "刚果(布)" , "非洲" , 1] , [ "刚果(金)" , "非洲" , 1] , [ "刚果（布）" , "非洲" , 1] , [ "刚果（金）" , "非洲" , 1] , [ "金刚山观光地区" , "朝鲜" , 2]]
asbd	[ [ "阿什伯顿" , "新西兰" , 2]]
ddwmz	[ [ "东帝汶民主共和国" , "亚洲" , 1]]
九寨	[ [ "九寨沟" , "中国" , 2]]
kelikes	[ [ "科里科斯岛" , "赤道几内亚" , 2]]
帕拉马里博	[ [ "帕拉马里博" , "苏里南" , 2]]
波斯	[ [ "波斯尼亚" , "欧洲" , 1] , [ "克波斯" , "哥斯达黎加" , 2]]
zhongfe	[ [ "中非" , "非洲" , 1]]
延边	[ [ "延边" , "中国" , 2]]
jianqiao	[ [ "剑桥" , "英国" , 2]]
沙湾	[ [ "沙湾拿吉" , "老挝" , 2]]
利	[ [ "利物浦" , "英国" , 2] , [ "利川" , "中国" , 2] , [ "利马" , "秘鲁" , 2] , [ "利比亚" , "非洲" , 1] , [ "利沃夫" , "乌克兰" , 2] , [ "利辛加" , "莫桑比克" , 2] , [ "利隆圭" , "马拉维" , 2] , [ "利雅得" , "沙特" , 2] , [ "利伯维尔" , "加蓬" , 2] , [ "利文斯敦" , "赞比亚" , 2]]
balala	[ [ "巴拉莱" , "所罗门群岛" , 2]]
intelaken	[ [ "intelaken" , "瑞士" , 2]]
asan	[ [ "阿散蒂区" , "加纳" , 2]]
asai	[ [ "阿赛拉" , "埃塞俄比亚" , 2] , [ "阿塞拜疆" , "亚洲" , 1]]
langzh	[ [ "阆中" , "中国" , 2]]
monage	[ [ "摩纳哥" , "欧洲" , 1]]
neigel	[ [ "内格里尔" , "牙买加" , 2] , [ "内格拉港" , "巴拉圭" , 2]]
yizimi	[ [ "伊兹密尔" , "土耳其" , 2]]
fuhuojie	[ [ "复活节岛" , "智利" , 2]]
asab	[ [ "阿萨布" , "厄立特里亚" , 2]]
asaa	[ [ "阿萨奥" , "萨摩亚" , 2]]
wuyisha	[ [ "武夷山" , "中国" , 2]]
yasuerqun	[ [ "亚速尔群岛（葡）" , "非洲" , 1]]
sidegeerm	[ [ "斯德哥尔摩" , "瑞典" , 2]]
冲绳县	[ [ "冲绳县" , "日本" , 2]]
madajias	[ [ "马达加斯加" , "非洲" , 1]]
donglundun	[ [ "东伦敦" , "南非" , 2]]
gente	[ [ "根特" , "比利时" , 2]]
津巴	[ [ "津巴布韦" , "非洲" , 1]]
斯洛文尼亚	[ [ "斯洛文尼亚" , "欧洲" , 1]]
pingra	[ [ "平壤" , "朝鲜" , 2]]
bulagewei	[ [ "布拉戈维申斯克" , "俄罗斯" , 2]]
huozh	[ [ "霍州" , "中国" , 2]]
发罗拉	[ [ "发罗拉" , "阿尔巴尼亚" , 2]]
beiningc	[ [ "贝宁城" , "尼日利亚" , 2]]
nabulusi	[ [ "纳布卢斯" , "巴勒斯坦国" , 2]]
balaie	[ [ "巴莱尔" , "菲律宾" , 2]]
haidijiao	[ [ "海地角" , "海地" , 2]]
pulinxibi	[ [ "普林西比" , "圣多美和普林西比" , 2]]
剑	[ [ "剑桥" , "英国" , 2]]
津市	[ [ "津市" , "中国" , 2]]
jiyua	[ [ "济源" , "中国" , 2]]
tiantai	[ [ "天台" , "中国" , 2]]
马斯喀	[ [ "马斯喀绔" , "阿曼" , 2]]
danmaifalu	[ [ "丹麦法罗群岛（丹）" , "欧洲" , 1]]
巴黎	[ [ "巴黎" , "法国" , 2]]
摩加迪	[ [ "摩加迪沙" , "索马里" , 2]]
海口	[ [ "海口" , "中国" , 2]]
congh	[ [ "从化" , "中国" , 2]]
莫罗	[ [ "莫罗尼" , "科摩多" , 2]]
byglmgz	[ [ "巴音郭楞蒙古自治州" , "中国" , 2]]
wota	[ [ "渥太华" , "加拿大" , 2]]
kaneil	[ [ "卡内洛内斯" , "乌拉圭" , 2]]
zhonggu	[ [ "中国" , "亚洲" , 1]]
kelaimen	[ [ "克莱蒙" , "法国" , 2]]
wote	[ [ "沃特福德" , "爱尔兰" , 2]]
dinieboluo	[ [ "第聂伯罗彼得罗夫斯克" , "乌克兰" , 2]]
suzhou	[ [ "宿州" , "中国" , 2] , [ "苏州" , "中国" , 2]]
奥斯卡	[ [ "奥斯卡斯哈门" , "瑞典" , 2]]
qiongzho	[ [ "琼中" , "中国" , 2]]
bakelal	[ [ "巴克拉兰" , "马来西亚" , 2]]
zhejia	[ [ "浙江" , "中国" , 2]]
尼亚	[ [ "博洛尼亚" , "意大利" , 2] , [ "塔斯马尼亚" , "澳大利亚" , 2] , [ "爱沙尼亚" , "欧洲" , 1] , [ "罗马尼亚" , "欧洲" , 1] , [ "尼亚美" , "尼日利亚" , 2] , [ "尼亚加拉" , "加拿大" , 2] , [ "巴尼亚卢卡" , "波黑" , 2] , [ "科尼亚" , "土耳其" , 2] , [ "维尼亚德尔马" , "智利" , 2] , [ "肯尼亚" , "非洲" , 1]]
bksde	[ [ "博卡斯德尔托罗" , "巴拿马" , 2]]
byls	[ [ "北伊柳塞拉" , "巴哈马" , 2]]
lindi	[ [ "林迪" , "坦桑尼亚" , 2]]
布鲁菲	[ [ "布鲁菲尔茨" , "尼加拉瓜" , 2]]
anyan	[ [ "安阳" , "中国" , 2]]
济州	[ [ "济州岛" , "韩国" , 2]]
马当市	[ [ "马当市" , "巴布亚新几内亚" , 2]]
北凯科斯	[ [ "北凯科斯" , "巴哈马" , 2]]
kaya	[ [ "卡宴" , "法属圭亚那" , 2] , [ "卡亚尼" , "芬兰" , 2]]
yiyang	[ [ "益阳" , "中国" , 2]]
徐州	[ [ "徐州" , "中国" , 2]]
嵊	[ [ "嵊州" , "中国" , 2] , [ "嵊泗" , "中国" , 2]]
chifen	[ [ "赤峰" , "中国" , 2]]
mdjsj	[ [ "马达加斯加" , "非洲" , 1]]
tianta	[ [ "天台" , "中国" , 2]]
palunke	[ [ "帕伦克" , "墨西哥" , 2]]
宿州	[ [ "宿州" , "中国" , 2]]
aboyisu	[ [ "阿博伊索" , "科特迪瓦" , 2]]
aolinpiy	[ [ "奥林匹亚" , "希腊" , 2]]
卡拉克斯	[ [ "卡拉克斯港" , "厄瓜多尔" , 2]]
ting	[ [ "停泊岛" , "马来西亚" , 2] , [ "廷布" , "不丹" , 2]]
刚果(金	[ [ "刚果(金)" , "非洲" , 1]]
zuny	[ [ "遵义" , "中国" , 2]]
wnydem	[ [ "维尼亚德尔马" , "智利" , 2]]
byml	[ [ "巴亚马雷" , "罗马尼亚" , 2]]
Floren	[ ]
wotef	[ [ "沃特福德" , "爱尔兰" , 2]]
费卢	[ [ "费卢杰" , "伊拉克" , 2]]
byne	[ [ "巴彦淖尔" , "中国" , 2]]
ysblk	[ [ "因斯布鲁克" , "奥地利" , 2] , [ "茵斯布鲁克" , "奥地利" , 2]]
ver	[ [ "verona" , "意大利" , 2]]
zunh	[ [ "遵化" , "中国" , 2]]
约旦	[ [ "约旦" , "亚洲" , 1]]
manches	[ [ "曼彻斯特" , "英国" , 2]]
里韦拉尔	[ [ "里韦拉尔塔" , "玻利维亚" , 2]]
tiansh	[ [ "天水" , "中国" , 2]]
byns	[ [ "布宜诺斯艾利斯" , "阿根廷" , 2]]
博加	[ [ "博加福约杜尔－伊斯特里" , "冰岛" , 2]]
离石	[ [ "离石" , "中国" , 2]]
linbe	[ [ "林贝" , "喀麦隆" , 2]]
huilingdu	[ [ "惠灵顿" , "新西兰" , 2]]
西兰	[ [ "新西兰" , "大洋洲" , 1] , [ "西兰岛" , "丹麦" , 2] , [ "纽埃(新西兰属)" , "大洋洲" , 1]]
maliu	[ [ "马六甲" , "马来西亚" , 2]]
pengli	[ [ "彭林岛" , "库克群岛" , 2]]
抚顺	[ [ "抚顺" , "中国" , 2]]
崇	[ [ "崇州" , "中国" , 2] , [ "崇左" , "中国" , 2]]
彭特	[ [ "彭特科特岛" , "瓦努阿图" , 2]]
pengla	[ [ "蓬莱" , "中国" , 2]]
baiche	[ [ "白城" , "中国" , 2]]
pansh	[ [ "磐石" , "中国" , 2]]
maliy	[ [ "玛丽亚温泉城" , "捷克" , 2]]
linca	[ [ "临沧" , "中国" , 2]]
aodaliya	[ [ "澳大利亚" , "大洋洲" , 1]]
ven	[ [ "venice" , "意大利" , 2]]
linci	[ [ "林茨" , "奥地利" , 2]]
yason	[ [ "亚松森" , "巴拉圭" , 2]]
hunan	[ [ "湖南" , "中国" , 2]]
麦纳麦	[ [ "麦纳麦" , "巴林" , 2]]
xixilid	[ [ "西西里岛" , "意大利" , 2]]
xingtai	[ [ "邢台" , "中国" , 2]]
巢	[ [ "巢湖" , "中国" , 2]]
贝图	[ [ "贝图" , "刚果(布)" , 2]]
teluxil	[ [ "特鲁西洛" , "洪都拉斯" , 2]]
撒尔	[ [ "撒尔" , "佛得角" , 2]]
巩	[ [ "巩义" , "中国" , 2]]
布拉戈维	[ [ "布拉戈维申斯克" , "俄罗斯" , 2]]
zunhu	[ [ "遵化" , "中国" , 2]]
kata	[ [ "卡塔尔" , "亚洲" , 1] , [ "卡塔马卡省" , "阿根廷" , 2]]
nanjin	[ [ "南京" , "中国" , 2]]
罗先	[ [ "罗先市" , "朝鲜" , 2]]
eexj	[ [ "俄尔辛基" , "乌兹别克斯坦" , 2]]
malin	[ [ "马林迪" , "肯尼亚" , 2]]
巴	[ [ "巴黎" , "法国" , 2] , [ "巴塞罗那" , "西班牙" , 2] , [ "巴西" , "南美洲" , 1] , [ "巴斯" , "英国" , 2] , [ "巴塞尔" , "瑞士" , 2] , [ "巴斯克" , "西班牙" , 2] , [ "巴塞罗纳" , "西班牙" , 2] , [ "巴西利亚" , "巴西" , 2] , [ "巴登" , "奥地利" , 2] , [ "巴厘岛" , "印度尼西亚" , 2]]
smxe	[ [ "圣米歇尔山" , "法国" , 2]]
katu	[ [ "卡托维兹" , "波兰" , 2] , [ "喀土穆" , "苏丹" , 2]]
卡内	[ [ "卡内洛内斯" , "乌拉圭" , 2] , [ "比卡内尔" , "印度" , 2]]
malib	[ [ "马里博" , "斯洛文尼亚" , 2]]
平遥	[ [ "平遥" , "中国" , 2]]
paduowa	[ [ "帕多瓦" , "意大利" , 2]]
开罗	[ [ "开罗" , "埃及" , 2]]
tiji	[ [ "提吉克贾" , "毛里塔尼亚" , 2]]
antali	[ [ "安塔利亚" , "土耳其" , 2]]
manixi	[ [ "马尼希基群岛" , "库克群岛" , 2]]
圣奥依斯	[ [ "圣奥依斯坦图斯" , "荷属安的列斯" , 2]]
楚格峰	[ [ "楚格峰" , "奥地利" , 2]]
sitelasi	[ [ "斯特拉斯堡" , "法国" , 2]]
baonaj	[ [ "包纳加尔" , "印度" , 2]]
巴尔策	[ [ "巴尔策斯" , "列支敦士登" , 2]]
云南	[ [ "云南" , "中国" , 2]]
linan	[ [ "临安" , "中国" , 2]]
密山	[ [ "密山" , "中国" , 2]]
布拉戈	[ [ "布拉戈维申斯克" , "俄罗斯" , 2]]
fodejia	[ [ "佛得角" , "非洲" , 1]]
mengdew	[ [ "蒙得维的亚" , "乌拉圭" , 2]]
bulajia	[ [ "布拉加" , "葡萄牙" , 2]]
川	[ [ "神奈川県" , "日本" , 2] , [ "川圹" , "老挝" , 2] , [ "仁川" , "韩国" , 2] , [ "利川" , "中国" , 2] , [ "吴川" , "中国" , 2] , [ "四川" , "中国" , 2] , [ "汉川" , "中国" , 2] , [ "铜川" , "中国" , 2] , [ "银川" , "中国" , 2]]
安提	[ [ "安提曼" , "赞比亚" , 2] , [ "安提瓜和巴布达" , "北美洲" , 1]]
东帝汶民主	[ [ "东帝汶民主共和国" , "亚洲" , 1]]
songp	[ [ "松潘" , "中国" , 2]]
bayangne	[ [ "巴扬内" , "莫桑比克" , 2]]
alamutu	[ [ "阿拉木图" , "哈萨克斯坦" , 2]]
lasiweiji	[ [ "拉斯维加斯" , "美国" , 2]]
pitekaiend	[ [ "皮特凯恩岛（英）" , "大洋洲" , 1]]
kaiyu	[ [ "开原" , "中国" , 2] , [ "开远" , "中国" , 2]]
巴富萨	[ [ "巴富萨姆" , "喀麦隆" , 2]]
panni	[ [ "潘涅维日" , "立陶宛" , 2]]
chuanku	[ [ "川圹" , "老挝" , 2]]
恩卡	[ [ "恩卡伊" , "刚果(布)" , 2]]
阿加德	[ [ "阿加德兹" , "尼日尔" , 2]]
ajiadier	[ [ "阿加迪尔" , "摩洛哥" , 2]]
库拉索(	[ [ "库拉索(加勒比)" , "荷属安的列斯" , 2]]
加尔卡尤	[ [ "加尔卡尤" , "索马里" , 2]]
巴登巴	[ [ "巴登巴登" , "德国" , 2]]
bolune/	[ ]
kash	[ [ "喀山" , "俄罗斯" , 2] , [ "喀什" , "中国" , 2]]
kasi	[ [ "卡斯特里" , "圣卢西亚" , 2] , [ "卡斯塔韦" , "斐济" , 2] , [ "卡斯卡伊斯" , "葡萄牙" , 2]]
tkshkksqdy	[ [ "特克斯和凯科斯群岛（英）" , "北美洲" , 1]]
jinshasa	[ [ "金沙萨" , "刚果(金)" , 2]]
beilawun	[ [ "贝拉乌尼翁" , "乌拉圭" , 2]]
法法	[ [ "法法岛" , "汤加" , 2]]
kasa	[ [ "卡萨马" , "赞比亚" , 2] , [ "卡萨内" , "博茨瓦纳" , 2] , [ "卡塞塞" , "乌干达" , 2] , [ "卡萨布兰卡" , "摩洛哥" , 2]]
shengluxiy	[ [ "圣卢西亚" , "北美洲" , 1]]
fengche	[ [ "丰城" , "中国" , 2] , [ "凤城" , "中国" , 2]]
danbulongq	[ [ "淡布隆区" , "文莱" , 2]]
amstd	[ [ "阿姆斯特丹" , "荷兰" , 2]]
haidijia	[ [ "海地角" , "海地" , 2]]
卢克	[ [ "卢克索" , "埃及" , 2]]
kukeq	[ [ "库克群岛" , "大洋洲" , 1] , [ "库克群岛（新）" , "大洋洲" , 1]]
siluowe	[ [ "斯洛文尼亚" , "欧洲" , 1]]
弗拉基米	[ [ "弗拉基米尔" , "俄罗斯" , 2]]
luofannie	[ [ "罗凡涅米" , "芬兰" , 2]]
kasitel	[ [ "卡斯特里" , "圣卢西亚" , 2]]
aierguole	[ [ "埃尔果累阿" , "阿尔及利亚" , 2]]
姆巴巴	[ [ "姆巴巴内" , "斯威士兰" , 2]]
dibilis	[ [ "第比利斯" , "格鲁吉亚" , 2]]
tlndhd	[ [ "特立尼达和多巴哥" , "北美洲" , 1]]
绿山	[ [ "绿山城" , "波兰" , 2]]
亚加	[ [ "亚加的尔" , "摩洛哥" , 2] , [ "尼亚加拉" , "加拿大" , 2]]
山	[ [ "釜山" , "韩国" , 2] , [ "旧金山" , "美国" , 2] , [ "新山" , "马来西亚" , 2] , [ "绿山城" , "波兰" , 2] , [ "亚历山大" , "南非" , 2] , [ "圣米歇尔山" , "法国" , 2] , [ "铁力士雪山" , "瑞士" , 2] , [ "阿尔卑斯山脉" , "奥地利" , 2] , [ "山东" , "中国" , 2] , [ "山南" , "中国" , 2]]
tianme	[ [ "天门" , "中国" , 2]]
laotuokash	[ [ "劳托卡市" , "斐济" , 2]]
屯	[ [ "屯昌" , "中国" , 2] , [ "屯溪" , "中国" , 2] , [ "奎屯" , "中国" , 2] , [ "扎兰屯" , "中国" , 2]]
毛里塔	[ [ "毛里塔尼亚" , "非洲" , 1]]
alandi	[ [ "阿兰迪斯" , "纳米比亚" , 2]]
malua	[ [ "马鲁阿" , "喀麦隆" , 2]]
doudongq	[ [ "都东区" , "文莱" , 2]]
阿雷基帕	[ [ "阿雷基帕" , "秘鲁" , 2]]
malue	[ [ "马略卡岛" , "西班牙" , 2]]
埃塞俄比	[ [ "埃塞俄比亚" , "非洲" , 1]]
xjps	[ [ "新加坡市" , "新加坡" , 2]]
shenzhen	[ [ "深圳" , "中国" , 2]]
zhanjiang	[ [ "湛江" , "中国" , 2]]
东戈	[ [ "东戈瓦" , "瓦努阿图" , 2]]
aisaiebiy	[ [ "埃塞俄比亚" , "非洲" , 1]]
四川	[ [ "四川" , "中国" , 2]]
牡丹	[ [ "牡丹江" , "中国" , 2]]
阿斯塔纳	[ [ "阿斯塔纳" , "哈萨克斯坦" , 2]]
changjia	[ [ "昌江" , "中国" , 2]]
libane	[ [ "黎巴嫩" , "亚洲" , 1]]
jianeili	[ [ "加那利群岛" , "西班牙" , 2] , [ "加那利群岛（西）" , "非洲" , 1]]
招远	[ [ "招远" , "中国" , 2]]
wulatezh	[ [ "乌拉特中镇" , "中国" , 2]]
罗凡	[ [ "罗凡涅米" , "芬兰" , 2]]
甘肃	[ [ "甘肃" , "中国" , 2]]
bitamu	[ [ "比塔姆" , "加蓬" , 2]]
debulese	[ [ "德布勒森" , "匈牙利" , 2]]
baerdufus	[ [ "巴尔杜福斯" , "挪威" , 2]]
利辛加	[ [ "利辛加" , "莫桑比克" , 2]]
帕皮提	[ [ "帕皮提" , "法属波利尼西亚" , 2]]
皇后	[ [ "皇后镇" , "新西兰" , 2]]
changjin	[ [ "昌金努拉" , "巴拿马" , 2]]
manila	[ [ "马尼拉" , "菲律宾" , 2]]
居	[ [ "莎士比亚故居" , "英国" , 2] , [ "居尔皮普" , "毛里求斯" , 2]]
kahamae	[ [ "卡哈马尔卡" , "秘鲁" , 2]]
daxing	[ [ "大兴安岭" , "中国" , 2]]
linji	[ [ "临江" , "中国" , 2]]
尼	[ [ "尼斯" , "法国" , 2] , [ "威尼斯" , "意大利" , 2] , [ "慕尼黑" , "德国" , 2] , [ "伯尔尼" , "瑞士" , 2] , [ "悉尼" , "澳大利亚" , 2] , [ "圣托里尼岛" , "希腊" , 2] , [ "波罗奔尼萨半岛" , "希腊" , 2] , [ "蒙特卡蒂尼" , "意大利" , 2] , [ "马尼拉" , "菲律宾" , 2] , [ "佩皮尼昂" , "法国" , 2]]
pengte	[ [ "彭特科特岛" , "瓦努阿图" , 2]]
aguak	[ [ "阿瓜克拉拉" , "哥伦比亚" , 2]]
bidegeshe	[ [ "比德哥什" , "波兰" , 2]]
walunxiy	[ [ "瓦伦西亚" , "西班牙" , 2]]
tianji	[ [ "天津" , "中国" , 2]]
panji	[ [ "盘锦" , "中国" , 2]]
bopei	[ [ "柏培拉" , "索马里" , 2]]
拉脱维亚	[ [ "拉脱维亚" , "欧洲" , 1]]
赛义	[ [ "赛义德布尔" , "孟加拉" , 2]]
尤	[ [ "尤宁群岛" , "圣文森特和格林纳丁斯" , 2] , [ "布尤" , "科特迪瓦" , 2] , [ "莫尤" , "乌干达" , 2] , [ "马尤岛" , "佛得角" , 2] , [ "加尔卡尤" , "索马里" , 2]]
changjian	[ [ "昌江" , "中国" , 2]]
罗兹	[ [ "罗兹" , "波兰" , 2]]
banmei	[ [ "班梅苏奥特" , "越南" , 2]]
hengya	[ [ "衡阳" , "中国" , 2]]
巴尔策斯	[ [ "巴尔策斯" , "列支敦士登" , 2]]
aertami	[ [ "阿尔塔米拉" , "巴西" , 2]]
朝阳	[ [ "朝阳" , "中国" , 2]]
khtly	[ [ "科赫特拉亚尔韦" , "爱沙尼亚" , 2]]
尚	[ [ "尚志" , "中国" , 2] , [ "杜尚别" , "塔吉克斯坦" , 2]]
xiong	[ [ "匈牙利" , "欧洲" , 1]]
byws	[ [ "贝亚维斯塔" , "秘鲁" , 2]]
少	[ [ "少女峰" , "瑞士" , 2]]
bywk	[ [ "比亚文克" , "加蓬" , 2]]
穆隆达瓦	[ [ "穆隆达瓦" , "马达加斯加" , 2]]
小	[ [ "小松" , "日本" , 2] , [ "依云小镇" , "瑞士" , 2]]
荥阳	[ [ "荥阳" , "中国" , 2]]
bolabola	[ [ "博拉博拉" , "法属波利尼西亚" , 2]]
beiaierla	[ [ "北爱尔兰" , "英国" , 2]]
linke	[ [ "林肯" , "英国" , 2]]
gaozho	[ [ "高州" , "中国" , 2]]
安达韦拉斯	[ [ "安达韦拉斯" , "秘鲁" , 2]]
dangguola	[ [ "当果拉" , "苏丹" , 2]]
北宁	[ [ "北宁" , "中国" , 2]]
博卡	[ [ "博卡拉" , "尼泊尔" , 2] , [ "博卡斯德尔托罗" , "巴拿马" , 2]]
qianxin	[ [ "黔西南" , "中国" , 2]]
shangrao	[ [ "上饶" , "中国" , 2]]
玛丽亚温泉	[ [ "玛丽亚温泉城" , "捷克" , 2]]
博博	[ [ "博博迪乌拉索" , "布基纳法索" , 2]]
linhe	[ [ "临河" , "中国" , 2]]
埃瓦(	[ [ "埃瓦(岛)" , "汤加" , 2]]
linha	[ [ "临海" , "中国" , 2]]
xianning	[ [ "咸宁" , "中国" , 2]]
峨	[ [ "峨眉山" , "中国" , 2]]
lbwe	[ [ "利伯维尔" , "加蓬" , 2]]
五台	[ [ "五台" , "中国" , 2]]
lingw	[ [ "灵武" , "中国" , 2]]
北安	[ [ "北安普顿" , "英国" , 2] , [ "北安" , "中国" , 2]]
lingy	[ [ "凌源" , "中国" , 2]]
suolinuo	[ [ "索里诺" , "安哥拉" , 2]]
蒂米什瓦拉	[ [ "蒂米什瓦拉" , "罗马尼亚" , 2]]
fldwstk	[ [ "符拉迪沃斯托克" , "俄罗斯" , 2]]
yizhe	[ [ "仪征" , "中国" , 2]]
aerjiliya	[ [ "阿尔及利亚" , "非洲" , 1]]
卡努	[ [ "卡努安岛" , "圣文森特和格林纳丁斯" , 2]]
达累	[ [ "达累斯萨拉姆" , "坦桑尼亚" , 2]]
资兴	[ [ "资兴" , "中国" , 2]]
enjiamei	[ [ "恩贾梅纳" , "乍得" , 2]]
hunch	[ [ "珲春" , "中国" , 2]]
卢加	[ [ "卢加诺" , "瑞士" , 2]]
lbxq	[ [ "拉巴西群岛" , "洪都拉斯" , 2]]
haining	[ [ "海宁" , "中国" , 2]]
yizho	[ [ "宜州" , "中国" , 2]]
shengduom	[ [ "圣多美" , "圣多美和普林西比" , 2] , [ "圣多明各" , "多米尼加" , 2] , [ "圣多美和普林西比" , "非洲" , 1] , [ "圣多美及普林西比" , "非洲" , 1]]
byyb	[ [ "巴依亚比纳" , "巴拿马" , 2]]
四平	[ [ "四平" , "中国" , 2]]
安塔利	[ [ "安塔利亚" , "土耳其" , 2]]
sanmenxi	[ [ "三门峡" , "中国" , 2]]
马鞍	[ [ "马鞍山" , "中国" , 2]]
俄斯特拉	[ [ "俄斯特拉发" , "捷克" , 2]]
aguas	[ [ "阿瓜斯卡连特斯" , "墨西哥" , 2]]
eerg	[ [ "额尔古纳" , "中国" , 2]]
岳	[ [ "岳阳" , "中国" , 2]]
eerd	[ [ "鄂尔多斯" , "中国" , 2]]
诺福	[ [ "诺福克岛(澳属)" , "大洋洲" , 1]]
linfe	[ [ "临汾" , "中国" , 2]]
苏克雷	[ [ "苏克雷" , "玻利维亚" , 2]]
lanpeidus	[ [ "兰佩杜萨" , "意大利" , 2]]
danzho	[ [ "儋州" , "中国" , 2]]
曼达勒戈	[ [ "曼达勒戈壁" , "蒙古" , 2]]
saishee	[ [ "塞舌尔" , "非洲" , 1] , [ "塞舌尔群岛" , "塞舌尔" , 2]]
hunchun	[ [ "珲春" , "中国" , 2]]
antuofaj	[ [ "安托法加斯塔" , "智利" , 2]]
迪石	[ [ "迪石" , "越南" , 2]]
jineiya	[ [ "几内亚" , "非洲" , 1] , [ "几内亚比绍" , "非洲" , 1]]
hengsh	[ [ "衡水" , "中国" , 2]]
岑	[ [ "岑溪" , "中国" , 2]]
tianni	[ [ "天宁岛" , "北马里亚那群岛" , 2]]
telaw	[ [ "特拉维夫" , "以色列" , 2]]
牙买	[ [ "牙买加" , "北美洲" , 1]]
lings	[ [ "陵水" , "中国" , 2]]
lingh	[ [ "凌海" , "中国" , 2]]
manisa	[ [ "马尼萨莱斯" , "哥伦比亚" , 2]]
chaoxian	[ [ "朝鲜" , "亚洲" , 1]]
fandigan	[ [ "梵蒂冈" , "欧洲" , 1] , [ "梵蒂冈城" , "梵蒂冈" , 2]]
linga	[ [ "临高" , "中国" , 2]]
梅克内斯	[ [ "梅克内斯" , "摩洛哥" , 2]]
海得拉	[ [ "海得拉巴" , "巴基斯坦" , 2]]
eerx	[ [ "俄尔辛基" , "乌兹别克斯坦" , 2]]
danzil	[ [ "丹兹利" , "土耳其" , 2]]
abasigan	[ [ "阿巴斯港" , "伊朗" , 2]]
博南	[ [ "博南萨" , "尼加拉瓜" , 2]]
lingb	[ [ "灵宝" , "中国" , 2]]
fuliman	[ [ "弗里曼特尔" , "澳大利亚" , 2]]
gemash	[ [ "戈马市" , "刚果(金)" , 2]]
pangb	[ [ "庞贝" , "意大利" , 2]]
jixin	[ [ "基希讷乌" , "摩尔多瓦" , 2]]
eeds	[ [ "鄂尔多斯" , "中国" , 2]]
akelei	[ [ "阿克雷里" , "冰岛" , 2]]
皇后镇	[ [ "皇后镇" , "新西兰" , 2]]
卡里亚	[ [ "卡里亚库岛" , "格林纳达" , 2]]
smeh	[ [ "撒马尔罕" , "乌兹别克斯坦" , 2]]
埃沃内斯	[ [ "埃沃内斯" , "挪威" , 2]]
张家界	[ [ "张家界" , "中国" , 2]]
lblb	[ [ "朗勃拉邦" , "老挝" , 2] , [ "琅勃拉邦" , "老挝" , 2]]
kaic	[ [ "开城工业地区" , "朝鲜" , 2]]
heshuandel	[ [ "荷属安的列斯" , "北美洲" , 1]]
smdl	[ [ "苏门答腊岛" , "印度尼西亚" , 2]]
索非	[ [ "索非亚" , "保加利亚" , 2]]
kaie	[ [ "凯恩斯" , "澳大利亚" , 2]]
kaif	[ [ "开封" , "中国" , 2]]
haisa	[ [ "海塞卜" , "阿曼" , 2]]
kail	[ [ "开罗" , "埃及" , 2] , [ "凯里" , "中国" , 2] , [ "凯里郡" , "爱尔兰" , 2] , [ "凯鲁万" , "突尼斯" , 2] , [ "凯里尼亚" , "塞浦路斯" , 2]]
kaim	[ [ "开曼群岛（英）" , "北美洲" , 1] , [ "开曼群岛(英属)" , "北美洲" , 1]]
lbln	[ [ "兰巴雷内" , "加蓬" , 2]]
马六甲	[ [ "马六甲" , "马来西亚" , 2]]
mengtegebe	[ [ "蒙特哥贝" , "牙买加" , 2]]
当	[ [ "当阳" , "中国" , 2] , [ "当果拉" , "苏丹" , 2] , [ "马当市" , "巴布亚新几内亚" , 2] , [ "高当" , "缅甸" , 2]]
kaip	[ [ "开平" , "中国" , 2] , [ "开普敦" , "南非" , 2]]
彭	[ [ "彭亨" , "马来西亚" , 2] , [ "彭州" , "中国" , 2] , [ "彭巴" , "莫桑比克" , 2] , [ "彭林岛" , "库克群岛" , 2] , [ "彭特科特岛" , "瓦努阿图" , 2]]
居尔皮普	[ [ "居尔皮普" , "毛里求斯" , 2]]
aiergong	[ [ "埃尔贡山" , "乌干达" , 2]]
巴里	[ [ "巴里纳斯" , "委内瑞拉" , 2] , [ "巴里萨尔" , "孟加拉" , 2] , [ "班巴里" , "中非" , 2]]
kaha	[ [ "卡哈马尔卡" , "秘鲁" , 2]]
阿格里尼翁	[ [ "阿格里尼翁" , "希腊" , 2]]
维捷布斯	[ [ "维捷布斯克" , "白俄罗斯" , 2]]
aluolaid	[ [ "阿罗赖岛" , "基里巴斯" , 2]]
乌多	[ [ "乌多姆塞" , "老挝" , 2]]
pengzh	[ [ "彭州" , "中国" , 2]]
antiguah	[ [ "安提瓜和巴布达" , "北美洲" , 1]]
meishusam	[ [ "美属萨摩亚" , "大洋洲" , 1]]
tianeb	[ [ "天鹅堡" , "德国" , 2]]
南充	[ [ "南充" , "中国" , 2]]
阿布雷	[ [ "阿布雷奥约斯" , "墨西哥" , 2]]
lnw(f	[ ]
jialal	[ [ "贾拉拉巴德" , "阿富汗" , 2]]
blslg	[ [ "布鲁斯拉古纳" , "洪都拉斯" , 2]]
jialaj	[ [ "加拉加斯" , "委内瑞拉" , 2]]
